biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
ECFI20_00191	ECFI20_00191			76.7													identical	A1A7M6	P10441	2413	6				strain/isolate=ST131 Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) OX=83333 GN=lpxB PE=3 SV=1	Escherichia coli
ECFI4_00184	ECFI4_00184			76.7													identical	A1A7M6	P10441	2413	6				strain/isolate=ST73 Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) OX=83333 GN=lpxB PE=3 SV=1	Escherichia coli
UPI00000DE737	UPI00000DE737			76.7													identical	A1A7M6	P10441	2413	6				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A1AGY1	A1AGY1	ugpC	C		noncore-canonical	  1.000	  0.000	243		17									P10907	2418	9				strain/isolate=APEC UPSP UGPC_ECOK1 sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ugpC PE=3 SV=1	Escherichia coli
ECFI4_03119	ECFI4_03119			61.52													indistinguishable	A1AGY1	P10907	2418	9				strain/isolate=ST73 sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_10790 PE=4 SV=1	Escherichia coli
UPI0000E451BF	UPI0000E451BF			61.52													identical	A1AGY1	P10907	2418	9				strain/isolate=NC101 status=active	Escherichia coli
UPI00015263EE	UPI00015263EE			61.52													identical	ECFI4_03119	P10907	2418	9				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI4_03118	ECFI4_03118		C		noncore-canonical	  0.999	  0.000	1594		20									P10908	2419	9				strain/isolate=ST73 Glycerophosphodiester phosphodiesterase OS=Escherichia coli (strain K12) OX=83333 GN=ugpQ PE=4 SV=1	Escherichia coli
UPI00000DF18E	UPI00000DF18E			84.62													identical	ECFI4_03118	P10908	2419	9				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1AID8	A1AID8	argH	C		noncore-canonical	  1.000	  0.000	13527		76									P11447	2428	5				strain/isolate=APEC UPSP ARLY_ECOK1 Argininosuccinate lyase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=argH PE=3 SV=1	Escherichia coli
ECFI20_03815	ECFI20_03815		C		noncore-canonical	  1.000	  0.000	12582		66									P11447	2428	5				strain/isolate=ST131 Argininosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=argH PE=3 SV=1	Escherichia coli
ECFI4_03609	ECFI4_03609			89.5													identical	A1AID8	P11447	2428	5				strain/isolate=ST73 Argininosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=argH PE=3 SV=1	Escherichia coli
UPI0000125EF4	UPI0000125EF4			89.5													identical	A1AID8	P11447	2428	5				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
ECFI20_00564	ECFI20_00564		C		noncore-canonical	  1.000	  0.000	4790		103									P11454	2429	10				strain/isolate=ST131 Enterobactin non-ribosomal peptide synthetase EntF OS=Escherichia coli (strain K12) OX=83333 GN=entF PE=4 SV=1	Escherichia coli
A1A8Z3	A1A8Z3	nadA	C		noncore-canonical	  1.000	  0.000	1759		28									P11458	2430	8				strain/isolate=APEC UPSP NADA_ECOK1 Quinolinate synthase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=nadA PE=3 SV=1	Escherichia coli
ECFI20_02672	ECFI20_02672		C		noncore-canonical	  1.000	  0.000	23		14									P11553	2431	11				strain/isolate=ST131 L-fuculokinase OS=Escherichia coli (strain K12) OX=83333 GN=fucK PE=3 SV=1	Escherichia coli
B7USQ3	B7USQ3	argS	C		noncore-canonical	  1.000	  0.000	21435		126									P11875	2438	6				strain/isolate=E2348-69 UPSP SYR_ECO27 Arginine--tRNA ligase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=argS PE=3 SV=1	Escherichia coli
A1ADH8	A1ADH8	aroC	C		noncore-canonical	  1.000	  0.000	4711		49									P12008	2441	6				strain/isolate=APEC UPSP AROC_ECOK1 Chorismate synthase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=aroC PE=3 SV=1	Escherichia coli
B7UNG1	B7UNG1	udp	C		noncore-canonical	  1.000	  0.000	31323		105									P12758	2445	8				strain/isolate=E2348-69 UPTR B7UNG1_ECO27 Uridine phosphorylase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=udp PE=3 SV=1	Escherichia coli
D6IG67	D6IG67	ECDG_04615	C		noncore-canonical	  1.000	  0.000	33126		113									P12758	2445	8				strain/isolate=B185 UPTR D6IG67_ECOLX Uridine phosphorylase OS=Escherichia coli B185 OX=550676 GN=ECDG_04615 PE=3 SV=1	Escherichia coli
UPI0000DACEB8	UPI0000DACEB8		C		noncore-canonical	  0.999	  0.000	39		16									P13009	2453	19				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A1AIC1	A1AIC1	katG	C		noncore-canonical	  1.000	  0.000	44152		194									P13029	2456	5				strain/isolate=APEC UPSP KATG_ECOK1 Catalase-peroxidase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=katG PE=3 SV=1	Escherichia coli
ECFI20_03798	ECFI20_03798			95.73													identical	A1AIC1	P13029	2456	5				strain/isolate=ST131 Catalase/peroxidase HPI OS=Escherichia coli (strain K12) OX=83333 GN=katG PE=3 SV=1	Escherichia coli
ECFI4_03592	ECFI4_03592			95.73													identical	A1AIC1	P13029	2456	5				strain/isolate=ST73 Catalase/peroxidase HPI OS=Escherichia coli (strain K12) OX=83333 GN=katG PE=3 SV=1	Escherichia coli
UPI00005EF98D	UPI00005EF98D			95.73													identical	A1AIC1	P13029	2456	5				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A140N9S7	A0A140N9S7		C		noncore-canonical	  1.000	  0.000	2126		56									P13033	2457	8				strain/isolate=BL21 UPTR A0A140N9S7_ECOBD Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glpB PE=3 SV=1	Escherichia coli
A1AD94	A1AD94	glpB	C		noncore-canonical	  1.000	  0.000	2508		57									P13033	2457	8				strain/isolate=APEC UPSP GLPB_ECOK1 Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glpB PE=3 SV=1	Escherichia coli
ECFI10_02222	ECFI10_02222			83.77													identical	A0A140N9S7	P13033	2457	8				strain/isolate=ST93 Glycerol-3-phosphate dehydrogenase subunit GlpB OS=Escherichia coli (strain K12) OX=83333 GN=glpB PE=3 SV=1	Escherichia coli
ECFI19_02188	ECFI19_02188			83.77													identical	A0A140N9S7	P13033	2457	8				strain/isolate=ST1421 Glycerol-3-phosphate dehydrogenase subunit GlpB OS=Escherichia coli (strain K12) OX=83333 GN=glpB PE=3 SV=1	Escherichia coli
B7UKD0	B7UKD0	glpD	C		noncore-canonical	  1.000	  0.000	23585		140									P13035	2458	8				strain/isolate=E2348-69 UPTR B7UKD0_ECO27 Glycerol-3-phosphate dehydrogenase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=glpD PE=3 SV=1	Escherichia coli
A1AAC5	A1AAC5	treA	C		noncore-canonical	  1.000	  0.000	3096		55									P13482	2463	8				strain/isolate=APEC UPSP TREA_ECOK1 Periplasmic trehalase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=treA PE=3 SV=1	Escherichia coli
UPI0001DC5657	UPI0001DC5657		C		noncore-canonical	  1.000	  0.000	197		32									P14294	2470	10				strain/isolate=NC101 status=active	Escherichia coli
A0A140NG78	A0A140NG78		C		noncore-canonical	  1.000	  0.000	253		24									P15005	2474	2				strain/isolate=BL21 UPTR A0A140NG78_ECOBD ATPase associated with various cellular activities AAA_5 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3686 PE=4 SV=1	Escherichia coli
A0A0H2Z2M5	A0A0H2Z2M5		C		noncore-canonical	  1.000	  0.000	10016		67									P15034	2480	7				strain/isolate=APEC UPTR A0A0H2Z2M5_ECOK1 Xaa-Pro aminopeptidase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=pepB PE=3 SV=1	Escherichia coli
B7UGB2	B7UGB2	ligA	C		noncore-canonical	  1.000	  0.000	8439		71									P15042	2482	8				strain/isolate=E2348-69 UPSP DNLJ_ECO27 DNA ligase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ligA PE=3 SV=1	Escherichia coli
ECFI4_00537	ECFI4_00537		C		noncore-canonical	  1.000	  0.000	1761		29									P15047	2484	7				"strain/isolate=ST73 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=dhbA PE=4 SV=1"	Escherichia coli
UPI00019F331A	UPI00019F331A			94.76													identical	ECFI4_00537	P15047	2484	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1AGW4	A1AGW4	glgX	C		noncore-canonical	  1.000	  0.000	1493		39									P15067	2485	9				strain/isolate=APEC UPSP GLGX_ECOK1 Glycogen debranching enzyme OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glgX PE=3 SV=1	Escherichia coli
A0A140N7I9	A0A140N7I9		C		noncore-canonical	  1.000	  0.000	50430		241									P15254	2489	11				strain/isolate=BL21 UPTR A0A140N7I9_ECOBD Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=purL PE=3 SV=1	Escherichia coli
ECFI20_02462	ECFI20_02462		C		noncore-canonical	  1.000	  0.000	44884		224									P15254	2489	11				strain/isolate=ST131 Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) OX=83333 GN=purL PE=3 SV=1	Escherichia coli
UPI0001E18850	UPI0001E18850		C		noncore-canonical	  1.000	  0.000	48916		238									P15254	2489	11				strain/isolate=NC101 status=active	Escherichia coli
ECFI10_02517	ECFI10_02517			95.29													identical	A0A140N7I9	P15254	2489	11				strain/isolate=ST93 Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) OX=83333 GN=purL PE=3 SV=1	Escherichia coli
A0A140NDB1	A0A140NDB1		C		noncore-canonical	  1.000	  0.000	29412		149									P15288	2491	6				strain/isolate=BL21 UPTR A0A140NDB1_ECOBD Aminoacyl-histidine dipeptidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3384 PE=4 SV=1	Escherichia coli
ECFI10_00252	ECFI10_00252			87.63													identical	A0A140NDB1	P15288	2491	6				strain/isolate=ST93 Cytosol nonspecific dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepD PE=4 SV=1	Escherichia coli
ECFI19_00242	ECFI19_00242			87.63													identical	A0A140NDB1	P15288	2491	6				strain/isolate=ST1421 Cytosol nonspecific dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepD PE=4 SV=1	Escherichia coli
ECFI20_02985	ECFI20_02985		C		noncore-canonical	  1.000	  0.000	577		6									P15373	2492	3				strain/isolate=ST131 Type II toxin-antitoxin system PrlF family antitoxin OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_04470 PE=4 SV=1	Escherichia coli
ECFI4_02807	ECFI4_02807			65.77													identical	ECFI20_02985	P15373	2492	3				strain/isolate=ST73 Type II toxin-antitoxin system PrlF family antitoxin OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_04470 PE=4 SV=1	Escherichia coli
UPI00000DF0CD	UPI00000DF0CD			65.77													identical	ECFI20_02985	P15373	2492	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A1AIH7	A1AIH7	purH	C		noncore-canonical	  1.000	  0.000	28692		120									P15639	2493	7				strain/isolate=APEC UPSP PUR9_ECOK1 Bifunctional purine biosynthesis protein PurH OS=Escherichia coli O1:K1 / APEC OX=405955 GN=purH PE=3 SV=1	Escherichia coli
B7UPG1	B7UPG1	purH	C		noncore-canonical	  1.000	  0.000	25296		111									P15639	2493	7				strain/isolate=E2348-69 UPSP PUR9_ECO27 Bifunctional purine biosynthesis protein PurH OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=purH PE=3 SV=1	Escherichia coli
ECFI20_03866	ECFI20_03866		C		noncore-canonical	  1.000	  0.000	27010		125									P15639	2493	7				strain/isolate=ST131 Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=purH PE=3 SV=1	Escherichia coli
D6IGS4	D6IGS4	purD	C		noncore-canonical	  1.000	  0.000	8817		75									P15640	2494	8				strain/isolate=B185 UPTR D6IGS4_ECOLX Phosphoribosylamine--glycine ligase OS=Escherichia coli B185 OX=550676 GN=purD PE=3 SV=1	Escherichia coli
UPI0001E1852A	UPI0001E1852A		C		noncore-canonical	  1.000	  0.000	6669		64									P15640	2494	8				strain/isolate=NC101 status=active	Escherichia coli
B7UKC1	B7UKC1	malQ	C		noncore-canonical	  1.000	  0.000	7749		78									P15977	2498	9				strain/isolate=E2348-69 UPTR B7UKC1_ECO27 4-alpha-glucanotransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=malQ PE=3 SV=1	Escherichia coli
A1A7N8	A1A7N8	proS	C		noncore-canonical	  1.000	  0.000	35768		153									P16659	2507	6				strain/isolate=APEC UPSP SYP_ECOK1 Proline--tRNA ligase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=proS PE=3 SV=1	Escherichia coli
B7UJ96	B7UJ96	proS		93.88													identical	A1A7N8	P16659	2507	6				strain/isolate=E2348-69 UPSP SYP_ECO27 Proline--tRNA ligase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=proS PE=3 SV=1	Escherichia coli
ECFI4_00197	ECFI4_00197			93.88													identical	A1A7N8	P16659	2507	6				strain/isolate=ST73 Proline--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=proS PE=3 SV=1	Escherichia coli
UPI00005EF6D4	UPI00005EF6D4			93.88													identical	A1A7N8	P16659	2507	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI19_02353	ECFI19_02353		C		noncore-canonical	  1.000	  0.000	4661		45									P16676	2508	6				strain/isolate=ST1421 Sulfate/thiosulfate ABC transporter ATP-binding protein CysA OS=Escherichia coli (strain K12)OX=83333 GN=cysA PE=4 SV=1	Escherichia coli
UPI000013738E	UPI000013738E		C		noncore-canonical	  1.000	  0.000	386		94									P16919	2525	73				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2Z4J1	A0A0H2Z4J1		C		noncore-canonical	  1.000	  0.000	41023		193									P17169	2530	5				strain/isolate=APEC UPTR A0A0H2Z4J1_ECOK1 Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glmS PE=3 SV=1	Escherichia coli
B7UFH1	B7UFH1	cirA	C		noncore-canonical	  1.000	  0.000	13692		198									P17315	2531	11				strain/isolate=E2348-69 UPTR B7UFH1_ECO27 Ferric iron-catecholate outer membrane transporter OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=cirA PE=3 SV=1	Escherichia coli
A0A0H2YWI1	A0A0H2YWI1		C		noncore-canonical	  1.000	  0.000	473		28									P17444	2535	8				strain/isolate=APEC UPTR A0A0H2YWI1_ECOK1 Choline dehydrogenase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=betA PE=3 SV=1	Escherichia coli
B7UJG4	B7UJG4	betA	C		noncore-canonical	  1.000	  0.000	645		33									P17444	2535	8				strain/isolate=E2348-69 UPSP BETA_ECO27 Oxygen-dependent choline dehydrogenase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=betA PE=3 SV=1	Escherichia coli
ECFI20_00284	ECFI20_00284			68.17													indistinguishable	B7UJG4	P17444	2535	8				strain/isolate=ST131 Choline dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=betA PE=3 SV=1	Escherichia coli
UPI0001C22A7C	UPI0001C22A7C			68.17													indistinguishable	B7UJG4	P17444	2535	8				strain/isolate=NC101 status=active	Escherichia coli
B7UJG5	B7UJG5	betB	C		noncore-canonical	  1.000	  0.000	4188		61									P17445	2536	14				strain/isolate=E2348-69 UPSP BETB_ECO27 Betaine aldehyde dehydrogenase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=betB PE=3 SV=1	Escherichia coli
B7UJG6	B7UJG6	betI	C		noncore-canonical	  0.999	  0.000	20		8									P17446	2537	6				strain/isolate=E2348-69 UPSP BETI_ECO27 HTH-type transcriptional regulator BetI OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=betI PE=3 SV=1	Escherichia coli
ECFI4_00277	ECFI4_00277			52.82													identical	B7UJG6	P17446	2537	6				strain/isolate=ST73 Transcriptional regulator BetI OS=Escherichia coli (strain K12) OX=83333 GN=betI PE=3 SV=1	Escherichia coli
UPI00003588E7	UPI00003588E7			52.82													identical	B7UJG6	P17446	2537	6				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
B7UFP4	B7UFP4	ubiG	C		noncore-canonical	  1.000	  0.000	6374		34									P17993	2543	7				strain/isolate=E2348-69 UPSP UBIG_ECO27 Ubiquinone biosynthesis O-methyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ubiG PE=3 SV=1	Escherichia coli
B7UN17	B7UN17	pncB	C		noncore-canonical	  1.000	  0.000	7165		58									P18133	2545	6				strain/isolate=E2348-69 UPSP PNCB_ECO27 Nicotinate phosphoribosyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=pncB PE=3 SV=1	Escherichia coli
ECFI4_00852	ECFI4_00852			95													identical	B7UN17	P18133	2545	6				strain/isolate=ST73 Nicotinate phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pncB PE=3 SV=1	Escherichia coli
UPI000053E874	UPI000053E874			95													identical	B7UN17	P18133	2545	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140N9B6	A0A140N9B6		C		noncore-canonical	  1.000	  0.000	3679		56									P18335	2547	16				strain/isolate=BL21 UPTR A0A140N9B6_ECOBD Succinylornithine transaminase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=astC PE=3 SV=1	Escherichia coli
A1ABS9	A1ABS9	astC	C		noncore-canonical	  1.000	  0.000	2929		50									P18335	2547	16				strain/isolate=APEC UPSP ASTC_ECOK1 Succinylornithine transaminase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=astC PE=3 SV=1	Escherichia coli
B7USC9	B7USC9	astC	C		noncore-canonical	  1.000	  0.000	2607		47									P18335	2547	16				strain/isolate=E2348-69 UPSP ASTC_ECO27 Succinylornithine transaminase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=astC PE=3 SV=1	Escherichia coli
ECFI4_01549	ECFI4_01549			93.1													identical	A1ABS9	P18335	2547	16				strain/isolate=ST73 Succinylornithine/acetylornithine transaminase OS=Escherichia coli (strain K12) OX=83333 GN=astC PE=3 SV=1	Escherichia coli
UPI00000DEC40	UPI00000DEC40			93.1													identical	A1ABS9	P18335	2547	16				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1ABS1	A1ABS1	nadE	C		noncore-canonical	  1.000	  0.000	12727		50									P18843	2555	7				strain/isolate=APEC UPSP NADE_ECOK1 NH(3)-dependent NAD(+) synthetase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=nadE PE=3 SV=1	Escherichia coli
P19809	P19809	eae	C		noncore-canonical	  1.000	  0.000	485		51									P19809	2561	1				strain/isolate=E2348-69 UPSP EAE_ECO27 Intimin OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=eae PE=1 SV=2	Escherichia coli
A1AI32	A1AI32	fadA	C		noncore-canonical	  1.000	  0.000	2484		29									P21151	2571	8				strain/isolate=APEC UPSP FADA_ECOK1 3-ketoacyl-CoA thiolase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=fadA PE=3 SV=1	Escherichia coli
ECFI20_03700	ECFI20_03700			80.88													identical	A1AI32	P21151	2571	8				strain/isolate=ST131 Acetyl-CoA C-acyltransferase FadA OS=Escherichia coli (strain K12) OX=83333 GN=fadA PE=3 SV=1	Escherichia coli
A0A140SS89	A0A140SS89		C		noncore-canonical	  1.000	  0.000	4903		70									P21177	2575	9				strain/isolate=BL21 UPTR A0A140SS89_ECOBD Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fadB PE=3 SV=1	Escherichia coli
B7UNH4	B7UNH4	fadB	C		noncore-canonical	  1.000	  0.000	4803		64									P21177	2575	9				strain/isolate=E2348-69 UPSP FADB_ECO27 Fatty acid oxidation complex subunit alpha OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=fadB PE=3 SV=1	Escherichia coli
ECFI10_03771	ECFI10_03771			82.85													identical	A0A140SS89	P21177	2575	9				strain/isolate=ST93 Fatty acid oxidation complex subunit alpha FadB OS=Escherichia coli (strain K12) OX=83333 GN=fadB PE=3 SV=1	Escherichia coli
UPI0001E17537	UPI0001E17537		C		noncore-canonical	  1.000	  0.000	2079		20									P21338	2578	6				strain/isolate=NC101 status=active	Escherichia coli
D6I849	D6I849	ECDG_01153	C		noncore-canonical	  1.000	  0.000	741		17									P21363	2582	5				strain/isolate=B185 UPTR D6I849_ECOLX YciE protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01153 PE=4 SV=1	Escherichia coli
UPI0001E18544	UPI0001E18544		C		noncore-canonical	  1.000	  0.000	332		14									P21363	2582	5				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YY01	A0A0H2YY01		C		noncore-canonical	  1.000	  0.000	36152		164									P21513	2590	10				strain/isolate=APEC UPTR A0A0H2YY01_ECOK1 Ribonuclease E OS=Escherichia coli O1:K1 / APEC OX=405955 GN=rne PE=3 SV=1	Escherichia coli
ECFI19_01059	ECFI19_01059		C		noncore-canonical	  1.000	  0.000	36735		171									P21513	2590	10				strain/isolate=ST1421 Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14980 PE=3 SV=1	Escherichia coli
ECFI4_00994	ECFI4_00994		C		noncore-canonical	  1.000	  0.000	38025		168									P21513	2590	10				strain/isolate=ST73 Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14980 PE=3 SV=1	Escherichia coli
UPI0001E17A32	UPI0001E17A32		C		noncore-canonical	  1.000	  0.000	37064		172									P21513	2590	10				strain/isolate=NC101 status=active	Escherichia coli
UPI00000DEA0D	UPI00000DEA0D			78.04													identical	ECFI4_00994	P21513	2590	10				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140N6R4	A0A140N6R4		C		noncore-canonical	  1.000	  0.000	827		34									P21893	2600	8				strain/isolate=BL21 UPTR A0A140N6R4_ECOBD Single-stranded-DNA-specific exonuclease RecJ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0845 PE=3 SV=1	Escherichia coli
ECFI10_02808	ECFI10_02808			66.38													identical	A0A140N6R4	P21893	2600	8				strain/isolate=ST93 Single-stranded-DNA-specific exonuclease RecJ OS=Escherichia coli (strain K12) OX=83333 GN=recJ PE=4 SV=1	Escherichia coli
ECFI20_00089	ECFI20_00089		C		noncore-canonical	  1.000	  0.000	7954		62									P22188	2603	10				"strain/isolate=ST131 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli(strain K12) OX=83333 GN=murE PE=3 SV=1"	Escherichia coli
D6IAT5	D6IAT5	add	C		noncore-canonical	  1.000	  0.000	6051		47									P22333	2607	6				strain/isolate=B185 UPTR D6IAT5_ECOLX Adenosine deaminase OS=Escherichia coli B185 OX=550676 GN=add PE=3 SV=1	Escherichia coli
A1A9K1	A1A9K1	mukB	C		noncore-canonical	  1.000	  0.000	21538		185									P22523	2608	11				strain/isolate=APEC UPSP MUKB_ECOK1 Chromosome partition protein MukB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=mukB PE=3 SV=1	Escherichia coli
B7UQG5	B7UQG5	E2348C_1401	C		noncore-canonical	  1.000	  0.000	89		13									P22523	2608	11				strain/isolate=E2348-69 UPTR B7UQG5_ECO27 Uncharacterized protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1401 PE=4 SV=1	Escherichia coli
ECFI19_03377	ECFI19_03377		C		noncore-canonical	  1.000	  0.000	2097		22									P22731	2615	5				strain/isolate=ST1421 High-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF OS=Escherichia coli (strain K12) OX=83333 GN=livF PE=4 SV=1	Escherichia coli
A1AIE7	A1AIE7	trmA	C		noncore-canonical	  1.000	  0.000	4350		45									P23003	2618	6				strain/isolate=APEC UPSP TRMA_ECOK1 tRNA/tmRNA (uracil-C(5))-methyltransferase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=trmA PE=3 SV=1	Escherichia coli
ECFI4_03615	ECFI4_03615			94.26													identical	A1AIE7	P23003	2618	6				strain/isolate=ST73 tRNA (Uridine(54)-C5)-methyltransferase TrmA OS=Escherichia coli (strain K12) OX=83333 GN=trmA PE=3 SV=1	Escherichia coli
UPI00005EF996	UPI00005EF996			94.26													identical	A1AIE7	P23003	2618	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1AJ76	A1AJ76	mutL	C		noncore-canonical	  1.000	  0.000	1017		33									P23367	2625	8				strain/isolate=APEC UPSP MUTL_ECOK1 DNA mismatch repair protein MutL OS=Escherichia coli O1:K1 / APEC OX=405955 GN=mutL PE=3 SV=1	Escherichia coli
ECFI20_04043	ECFI20_04043		C		noncore-canonical	  1.000	  0.000	1089		34									P23367	2625	8				strain/isolate=ST131 DNA mismatch repair endonuclease MutL OS=Escherichia coli (strain K12) OX=83333 GN=mutL PE=3 SV=1	Escherichia coli
A0A0H2YZD8	A0A0H2YZD8		C		noncore-canonical	  1.000	  0.000	34444		171									P23538	2631	9				strain/isolate=APEC UPTR A0A0H2YZD8_ECOK1 Phosphoenolpyruvate synthase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=pps PE=3 SV=1	Escherichia coli
ECFI4_01501	ECFI4_01501		C		noncore-canonical	  1.000	  0.000	35136		178									P23538	2631	9				strain/isolate=ST73 Phosphoenolpyruvate synthase OS=Escherichia coli (strain K12) OX=83333 GN=ppsA PE=4 SV=1	Escherichia coli
UPI000501A50D	UPI000501A50D		C		noncore-canonical	  1.000	  0.000	35136		174									P23538	2631	9				strain/isolate=DH5 status=active	Escherichia coli
UPI00005EF769	UPI00005EF769			90.53													identical	ECFI4_01501	P23538	2631	9				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1A9I4	A1A9I4	serC	C		noncore-canonical	  1.000	  0.000	29899		120									P23721	2632	7				strain/isolate=APEC UPSP SERC_ECOK1 Phosphoserine aminotransferase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=serC PE=3 SV=1	Escherichia coli
B7UMZ3	B7UMZ3	serC	C		noncore-canonical	  1.000	  0.000	33350		121									P23721	2632	7				strain/isolate=E2348-69 UPSP SERC_ECO27 Phosphoserine aminotransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=serC PE=3 SV=1	Escherichia coli
