biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
B7UK70	B7UK70	argD	C		marginally distinguished	  1.000	  0.000	11009		52									P18335	2547	16				strain/isolate=E2348-69 UPTR B7UK70_ECO27 Acetylornithine/succinyldiaminopimelate aminotransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=argD PE=3 SV=1	Escherichia coli
ECFI19_01710	ECFI19_01710		C		marginally distinguished	  1.000	  0.000	3472		53									P18335	2547	16				strain/isolate=ST1421 Succinylornithine/acetylornithine transaminase OS=Escherichia coli (strain K12) OX=83333 GN=astC PE=3 SV=1	Escherichia coli
B7URS7	B7URS7	ynfF	C		marginally distinguished	  1.000	  0.000	2004		80									P18775	2551	28				strain/isolate=E2348-69 UPTR B7URS7_ECO27 Oxidoreductase subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ynfF PE=3 SV=1	Escherichia coli
ECFI20_01486	ECFI20_01486		C		marginally distinguished	  1.000	  0.000	406		26									P18775	2551	28				strain/isolate=ST131 Dimethyl sulfoxide reductase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_03385 PE=4 SV=1	Escherichia coli
UPI0001E177B2	UPI0001E177B2		C		marginally distinguished	  1.000	  0.000	1853		76									P18775	2551	28				strain/isolate=NC101 status=active	Escherichia coli
ECFI4_00819	ECFI4_00819		C		marginally distinguished	  1.000	  0.000	1926		38									P18776	2552	5				strain/isolate=ST73 Dimethylsulfoxide reductase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=dmsB PE=4 SV=1	Escherichia coli
UPI00000DE944	UPI00000DE944			84.88													identical	ECFI4_00819	P18776	2552	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI20_00883	ECFI20_00883		C		marginally distinguished	  1.000	  0.000	481		4									P18777	2553	9				strain/isolate=ST131 Dimethyl sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_12465 PE=4 SV=1	Escherichia coli
A0A140NBF6	A0A140NBF6		C		marginally distinguished	  1.000	  0.000	56		11									P18811	2554	7				"strain/isolate=BL21 UPTR A0A140NBF6_ECOBD Transcriptional regulator, LacI family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2025 PE=4 SV=1"	Escherichia coli
ECFI4_01414	ECFI4_01414		C		marginally distinguished	  1.000	  0.000	55		10									P18811	2554	7				strain/isolate=ST73 Mal regulon transcriptional regulator MalI OS=Escherichia coli (strain K12) OX=83333 GN=malI PE=4 SV=1	Escherichia coli
ECFI10_01581	ECFI10_01581			51.17													identical	A0A140NBF6	P18811	2554	7				strain/isolate=ST93 Mal regulon transcriptional regulator MalI OS=Escherichia coli (strain K12) OX=83333 GN=malI PE=4 SV=1	Escherichia coli
UPI00000E47C2	UPI00000E47C2			49.42													identical	ECFI4_01414	P18811	2554	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7USC1	B7USC1	nadE	C		marginally distinguished	  1.000	  0.000	13959		51									P18843	2555	7				strain/isolate=E2348-69 UPSP NADE_ECO27 NH(3)-dependent NAD(+) synthetase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=nadE PE=3 SV=1	Escherichia coli
ECFI20_01648	ECFI20_01648		C		marginally distinguished	  1.000	  0.000	13972		51									P18843	2555	7				strain/isolate=ST131 Ammonia-dependent NAD(+) synthetase OS=Escherichia coli (strain K12) OX=83333 GN=nadE PE=3 SV=1	Escherichia coli
ECFI19_00053	ECFI19_00053		C		marginally distinguished	  1.000	  0.000	2225		24									P19624	2557	7				strain/isolate=ST1421 4-hydroxythreonine-4-phosphate dehydrogenase PdxA OS=Escherichia coli (strain K12) OX=83333 GN=pdxA PE=3 SV=1	Escherichia coli
ECFI20_00057	ECFI20_00057		C		marginally distinguished	  1.000	  0.000	1928		23									P19624	2557	7				strain/isolate=ST131 4-hydroxythreonine-4-phosphate dehydrogenase PdxA OS=Escherichia coli (strain K12) OX=83333 GN=pdxA PE=3 SV=1	Escherichia coli
UPI000191E7D4	UPI000191E7D4		C		marginally distinguished	  1.000	  0.000	1991		24									P19624	2557	7				strain/isolate=NC101 status=active	Escherichia coli
A0A140NB56	A0A140NB56		C		marginally distinguished	  1.000	  0.000	10092		78									P19926	2563	8				strain/isolate=BL21 UPTR A0A140NB56_ECOBD Glucose-1-phosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2592 PE=3 SV=1	Escherichia coli
ECFI20_00978	ECFI20_00978		C		marginally distinguished	  1.000	  0.000	9732		78									P19926	2563	8				strain/isolate=ST131 AppA family phytase/histidine-type acid phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_12045 PE=4 SV=1	Escherichia coli
ECFI10_01009	ECFI10_01009			87.89													identical	A0A140NB56	P19926	2563	8				strain/isolate=ST93 AppA family phytase/histidine-type acid phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_12045 PE=4 SV=1	Escherichia coli
A0A0H2YXJ0	A0A0H2YXJ0		C		marginally distinguished	  1.000	  0.000	372		13									P19931	2565	5				strain/isolate=APEC UPTR A0A0H2YXJ0_ECOK1 Protein involved in processing of HyaA and HyaB proteins OS=Escherichia coli O1:K1 / APEC OX=405955 GN=hyaE PE=3 SV=1	Escherichia coli
ECFI4_00891	ECFI4_00891			94.7													identical	A0A0H2YXJ0	P19931	2565	5				strain/isolate=ST73 Hydrogenase-1 operon protein HyaE OS=Escherichia coli (strain K12) OX=83333 GN=hyaE PE=4 SV=1	Escherichia coli
UPI00000DE981	UPI00000DE981			94.7													identical	A0A0H2YXJ0	P19931	2565	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UN55	B7UN55	hyaF	C		marginally distinguished	  0.999	  0.000	201		13									P19932	2566	6				strain/isolate=E2348-69 UPTR B7UN55_ECO27 HyaF protein involved in nickel incorporation into hydrogenase-1 proteins OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=hyaF PE=3 SV=1	Escherichia coli
UPI0001E1881F	UPI0001E1881F		C		marginally distinguished	  1.000	  0.000	1681		29									P19934	2567	8				strain/isolate=NC101 status=active	Escherichia coli
A0A140N4F8	A0A140N4F8		C		marginally distinguished	  1.000	  0.000	787		21									P20605	2569	7				strain/isolate=BL21 UPTR A0A140N4F8_ECOBD protein adenylyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0387 PE=4 SV=1	Escherichia coli
ECFI10_03274	ECFI10_03274			84													identical	A0A140N4F8	P20605	2569	7				strain/isolate=ST93 Putative adenosine monophosphate-protein transferase Fic OS=Escherichia coli (strain K12)OX=83333 GN=FAZ83_11220 PE=4 SV=1	Escherichia coli
A0A140N8J0	A0A140N8J0		C		marginally distinguished	  1.000	  0.000	3524		46									P20966	2570	7				"strain/isolate=BL21 UPTR A0A140N8J0_ECOBD PTS system, fructose subfamily, IIC subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1491 PE=4 SV=1"	Escherichia coli
ECFI10_02138	ECFI10_02138			51.87													identical	A0A140N8J0	P20966	2570	7				strain/isolate=ST93 PTS fructose transporter subunit IIBC OS=Escherichia coli (strain K12) OX=83333 GN=fruA PE=4 SV=1	Escherichia coli
ECFI19_02104	ECFI19_02104			51.87													identical	A0A140N8J0	P20966	2570	7				strain/isolate=ST1421 PTS fructose transporter subunit IIBC OS=Escherichia coli (strain K12) OX=83333 GN=fruA PE=4 SV=1	Escherichia coli
UPI0001E172D0	UPI0001E172D0		C		marginally distinguished	  1.000	  0.000	2399		26									P21151	2571	8				strain/isolate=NC101 status=active	Escherichia coli
A1AEU6	A1AEU6	cysD	C		marginally distinguished	  1.000	  0.000	6774		42									P21156	2572	3				strain/isolate=APEC UPSP CYSD_ECOK1 Sulfate adenylyltransferase subunit 2 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=cysD PE=3 SV=1	Escherichia coli
ECFI4_02467	ECFI4_02467			76.49													identical	A1AEU6	P21156	2572	3				strain/isolate=ST73 Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15760 PE=3 SV=1	Escherichia coli
UPI00000DEF4B	UPI00000DEF4B			76.49													identical	A1AEU6	P21156	2572	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1AI34	A1AI34	pepQ	C		marginally distinguished	  1.000	  0.000	17222		73									P21165	2573	3				strain/isolate=APEC UPSP PEPQ_ECOK1 Xaa-Pro dipeptidase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=pepQ PE=3 SV=1	Escherichia coli
B7UNH5	B7UNH5	pepQ		89.16													identical	A1AI34	P21165	2573	3				strain/isolate=E2348-69 UPSP PEPQ_ECO27 Xaa-Pro dipeptidase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=pepQ PE=3 SV=1	Escherichia coli
ECFI4_03497	ECFI4_03497			89.16													identical	A1AI34	P21165	2573	3				strain/isolate=ST73 Xaa-Pro dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepQ PE=3 SV=1	Escherichia coli
UPI00000DF303	UPI00000DF303			89.16													identical	A1AI34	P21165	2573	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2Z529	A0A0H2Z529		C		marginally distinguished	  1.000	  0.000	5009		67									P21177	2575	9				strain/isolate=APEC UPTR A0A0H2Z529_ECOK1 Fatty acid oxidation complex subunit alpha OS=Escherichia coli O1:K1 / APEC OX=405955 GN=fadB PE=3 SV=1	Escherichia coli
D6IG80	D6IG80	fadB	C		marginally distinguished	  1.000	  0.000	4773		65									P21177	2575	9				strain/isolate=B185 UPTR D6IG80_ECOLX Fatty acid oxidation complex subunit alpha OS=Escherichia coli B185 OX=550676 GN=fadB PE=3 SV=1	Escherichia coli
A0A0H2YZY3	A0A0H2YZY3		C		marginally distinguished	  1.000	  0.000	13014		92									P21179	2576	9				strain/isolate=APEC UPTR A0A0H2YZY3_ECOK1 Catalase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=katE PE=3 SV=1	Escherichia coli
A0A140NBF7	A0A140NBF7		C		marginally distinguished	  1.000	  0.000	14118		103									P21179	2576	9				strain/isolate=BL21 UPTR A0A140NBF7_ECOBD Catalase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1913 PE=3 SV=1	Escherichia coli
ECFI20_01640	ECFI20_01640		C		marginally distinguished	  1.000	  0.000	12823		92									P21179	2576	9				strain/isolate=ST131 Catalase HPII OS=Escherichia coli (strain K12) OX=83333 GN=katE PE=4 SV=1	Escherichia coli
B7USB3	B7USB3	katE		77.56													identical	A0A0H2YZY3	P21179	2576	9				strain/isolate=E2348-69 UPTR B7USB3_ECO27 Catalase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=katE PE=3 SV=1	Escherichia coli
ECFI10_01701	ECFI10_01701			85.13													identical	A0A140NBF7	P21179	2576	9				strain/isolate=ST93 Catalase HPII OS=Escherichia coli (strain K12) OX=83333 GN=katE PE=4 SV=1	Escherichia coli
A0A0H2YWG3	A0A0H2YWG3		C		marginally distinguished	  1.000	  0.000	63		24									P21189	2577	9				strain/isolate=APEC UPTR A0A0H2YWG3_ECOK1 DNA polymerase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=polB PE=3 SV=1	Escherichia coli
A0A140NDQ5	A0A140NDQ5		C		marginally distinguished	  1.000	  0.000	53		21									P21189	2577	9				strain/isolate=BL21 UPTR A0A140NDQ5_ECOBD DNA polymerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3557 PE=3 SV=1	Escherichia coli
ECFI10_00060	ECFI10_00060			32.44													identical	A0A140NDQ5	P21189	2577	9				strain/isolate=ST93 DNA polymerase II OS=Escherichia coli (strain K12) OX=83333 GN=polB PE=4 SV=1	Escherichia coli
UPI0000673EF1	UPI0000673EF1			32.44													identical	A0A140NDQ5	P21189	2577	9				strain/isolate=K-12_MC4100 status=active	Escherichia coli
P21361	P21361	yciG	C		marginally distinguished	  1.000	  0.000	506		10									P21361	2580	4				strain/isolate=K-12 UPSP YCIG_ECOLI Uncharacterized protein YciG OS=Escherichia coli (strain K12) OX=83333 GN=yciG PE=3 SV=1	Escherichia coli
P56614	P56614	ymdF	C		marginally distinguished	  1.000	  0.000	358		10									P21361	2580	4				strain/isolate=K-12 UPSP YMDF_ECOLI Uncharacterized protein YmdF OS=Escherichia coli (strain K12) OX=83333 GN=ymdF PE=3 SV=1	Escherichia coli
D6I851	D6I851	ECDG_01155		64.41													indistinguishable	P21361	P21361	2580	4				strain/isolate=B185 UPTR D6I851_ECOLX YciG protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01155 PE=4 SV=1	Escherichia coli
UPI00000D0A8F	UPI00000D0A8F			56.72													indistinguishable	P21361	P21361	2580	4				strain/isolate=DH5 status=active	Escherichia coli
A0A140NCC6	A0A140NCC6			64.41													identical	P21361	P21361	2580	4				strain/isolate=BL21 UPTR A0A140NCC6_ECOBD General stress protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2363 PE=4 SV=1	Escherichia coli
ECFI10_01252	ECFI10_01252			64.41													identical	P21361	P21361	2580	4				strain/isolate=ST93 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_20995 PE=4 SV=1	Escherichia coli
ECFI19_01220	ECFI19_01220			64.41													identical	P21361	P21361	2580	4				strain/isolate=ST1421 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_20995 PE=4 SV=1	Escherichia coli
UPI000013A6BD	UPI000013A6BD			64.41													identical	P21361	P21361	2580	4				"strain/isolate=BW25113,NC101,K-12_NCM3722,K-12_MC4100,K-12_W3110 status=active"	Escherichia coli
A0A140ND18	A0A140ND18			66.67													identical	P56614	P21361	2580	4				strain/isolate=BL21 UPTR A0A140ND18_ECOBD Uncharacterized protein YmdF OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2589 PE=4 SV=1	Escherichia coli
B7UNY8	B7UNY8	ymdF		66.67													identical	P56614	P21361	2580	4				strain/isolate=E2348-69 UPTR B7UNY8_ECO27 Stress-induced protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ymdF PE=4 SV=1	Escherichia coli
D6I8S1	D6I8S1	ECDG_00837		66.67													identical	P56614	P21361	2580	4				strain/isolate=B185 UPTR D6I8S1_ECOLX YmdF protein OS=Escherichia coli B185 OX=550676 GN=ECDG_00837 PE=4 SV=1	Escherichia coli
ECFI10_01012	ECFI10_01012			66.67													identical	P56614	P21361	2580	4				strain/isolate=ST93 Stress-induced protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14610 PE=4 SV=1	Escherichia coli
ECFI19_00979	ECFI19_00979			66.67													identical	P56614	P21361	2580	4				strain/isolate=ST1421 Stress-induced protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14610 PE=4 SV=1	Escherichia coli
ECFI20_00981	ECFI20_00981			66.67													identical	P56614	P21361	2580	4				strain/isolate=ST131 Stress-induced protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14610 PE=4 SV=1	Escherichia coli
ECFI4_00914	ECFI4_00914			66.67													identical	P56614	P21361	2580	4				strain/isolate=ST73 Stress-induced protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14610 PE=4 SV=1	Escherichia coli
UPI000013B995	UPI000013B995			66.67													identical	P56614	P21361	2580	4				"strain/isolate=NC101,BW25113,K-12_MC4100,ATCC_25922,K-12_W3110,K-12_NCM3722,DH5 status=active"	Escherichia coli
D6I850	D6I850	ECDG_01154	C		marginally distinguished	  1.000	  0.000	1422		19									P21362	2581	7				strain/isolate=B185 UPTR D6I850_ECOLX YciF protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01154 PE=4 SV=1	Escherichia coli
A0A0H2YY82	A0A0H2YY82		C		marginally distinguished	  1.000	  0.000	530		15									P21363	2582	5				strain/isolate=APEC UPTR A0A0H2YY82_ECOK1 Uncharacterized protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_419 PE=4 SV=1	Escherichia coli
ECFI4_03849	ECFI4_03849		C		marginally distinguished	  1.000	  0.000	16226		130									P21499	2588	8				strain/isolate=ST73 Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_21505 PE=3 SV=1	Escherichia coli
UPI00016088E4	UPI00016088E4			83.15													identical	ECFI4_03849	P21499	2588	8				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140NAA1	A0A140NAA1		C		marginally distinguished	  1.000	  0.000	40091		176									P21513	2590	10				strain/isolate=BL21 UPTR A0A140NAA1_ECOBD Ribonuclease E OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rne PE=3 SV=1	Escherichia coli
B7UPA0	B7UPA0	rne	C		marginally distinguished	  1.000	  0.000	38061		162									P21513	2590	10				strain/isolate=E2348-69 UPTR B7UPA0_ECO27 Ribonuclease E OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=rne PE=3 SV=1	Escherichia coli
ECFI20_01061	ECFI20_01061		C		marginally distinguished	  1.000	  0.000	23762		92									P21513	2590	10				strain/isolate=ST131 Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14980 PE=3 SV=1	Escherichia coli
ECFI10_01086	ECFI10_01086			79.45													identical	A0A140NAA1	P21513	2590	10				strain/isolate=ST93 Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_14980 PE=3 SV=1	Escherichia coli
A0A140NCC4	A0A140NCC4		C		marginally distinguished	  1.000	  0.000	740		33									P21517	2592	9				strain/isolate=BL21 UPTR A0A140NCC4_ECOBD Alpha amylase catalytic region OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3258 PE=3 SV=1	Escherichia coli
B7UJM6	B7UJM6	malZ	C		marginally distinguished	  1.000	  0.000	550		27									P21517	2592	9				strain/isolate=E2348-69 UPTR B7UJM6_ECO27 Maltodextrin glucosidase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=malZ PE=3 SV=1	Escherichia coli
D6I7B4	D6I7B4	ECDG_00196	C		marginally distinguished	  1.000	  0.000	682		31									P21517	2592	9				strain/isolate=B185 UPTR D6I7B4_ECOLX Alpha-glucosidase OS=Escherichia coli B185 OX=550676 GN=ECDG_00196 PE=4 SV=1	Escherichia coli
ECFI10_00399	ECFI10_00399			66.12													identical	A0A140NCC4	P21517	2592	9				strain/isolate=ST93 Maltodextrin glucosidase OS=Escherichia coli (strain K12) OX=83333 GN=malZ PE=4 SV=1	Escherichia coli
ECFI19_00375	ECFI19_00375			66.12													identical	A0A140NCC4	P21517	2592	9				strain/isolate=ST1421 Maltodextrin glucosidase OS=Escherichia coli (strain K12) OX=83333 GN=malZ PE=4 SV=1	Escherichia coli
D6IBG5	D6IBG5	ECDG_01725	C		marginally distinguished	  1.000	  0.000	34019		138									P21599	2593	6				strain/isolate=B185 UPTR D6IBG5_ECOLX Pyruvate kinase OS=Escherichia coli B185 OX=550676 GN=ECDG_01725 PE=3 SV=1	Escherichia coli
A0A0H2YWR9	A0A0H2YWR9		C		marginally distinguished	  1.000	  0.000	2917		33									P21645	2594	6				strain/isolate=APEC UPTR A0A0H2YWR9_ECOK1 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=lpxD PE=3 SV=1	Escherichia coli
A0A140NFJ1	A0A140NFJ1		C		marginally distinguished	  1.000	  0.000	3031		31									P21645	2594	6				strain/isolate=BL21 UPTR A0A140NFJ1_ECOBD UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lpxD PE=3 SV=1	Escherichia coli
B7UJ80	B7UJ80	lpxD	C		marginally distinguished	  1.000	  0.000	3689		29									P21645	2594	6				strain/isolate=E2348-69 UPTR B7UJ80_ECO27 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=lpxD PE=3 SV=1	Escherichia coli
UPI000191E544	UPI000191E544		C		marginally distinguished	  1.000	  0.000	2986		32									P21645	2594	6				strain/isolate=NC101 status=active	Escherichia coli
ECFI10_00188	ECFI10_00188			91.5													identical	A0A140NFJ1	P21645	2594	6				strain/isolate=ST93 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli (strain K12)OX=83333 GN=lpxD PE=3 SV=1	Escherichia coli
B7ULN9	B7ULN9	ybhA	C		marginally distinguished	  0.999	  0.000	1627		12									P21829	2595	7				strain/isolate=E2348-69 UPTR B7ULN9_ECO27 Predicted hydrolase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ybhA PE=4 SV=1	Escherichia coli
ECFI19_00735	ECFI19_00735		C		marginally distinguished	  0.999	  0.000	2511		14									P21829	2595	7				strain/isolate=ST1421 Pyridoxal phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_21160 PE=4 SV=1	Escherichia coli
ECFI4_00684	ECFI4_00684		C		marginally distinguished	  0.999	  0.000	2371		14									P21829	2595	7				strain/isolate=ST73 Pyridoxal phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_21160 PE=4 SV=1	Escherichia coli
UPI00000DE8BD	UPI00000DE8BD			70.22													identical	ECFI4_00684	P21829	2595	7				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2YWU3	A0A0H2YWU3		C		marginally distinguished	  1.000	  0.000	305		19									P21866	2597	7				strain/isolate=APEC UPTR A0A0H2YWU3_ECOK1 KDP operon transcriptional regulatory protein kdpE OS=Escherichia coli O1:K1 / APEC OX=405955 GN=kdpE PE=4 SV=1	Escherichia coli
ECFI4_00621	ECFI4_00621			81.33													identical	A0A0H2YWU3	P21866	2597	7				strain/isolate=ST73 Two-component system response regulator KdpE OS=Escherichia coli (strain K12) OX=83333 GN=kdpE PE=4 SV=1	Escherichia coli
UPI00000E47B3	UPI00000E47B3			81.33													identical	A0A0H2YWU3	P21866	2597	7				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
ECFI10_00522	ECFI10_00522		C		marginally distinguished	  1.000	  0.000	15620		83									P21888	2598	8				strain/isolate=ST93 Cysteine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=cysS PE=3 SV=1	Escherichia coli
ECFI19_00501	ECFI19_00501		C		marginally distinguished	  1.000	  0.000	15085		81									P21888	2598	8				strain/isolate=ST1421 Cysteine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=cysS PE=3 SV=1	Escherichia coli
UPI0001E17A0C	UPI0001E17A0C		C		marginally distinguished	  1.000	  0.000	14626		80									P21888	2598	8				strain/isolate=NC101 status=active	Escherichia coli
D6IBH7	D6IBH7	aspS	C		marginally distinguished	  1.000	  0.000	40320		149									P21889	2599	6				strain/isolate=B185 UPTR D6IBH7_ECOLX Aspartate--tRNA ligase OS=Escherichia coli B185 OX=550676 GN=aspS PE=3 SV=1	Escherichia coli
ECFI20_01780	ECFI20_01780		C		marginally distinguished	  1.000	  0.000	38534		155									P21889	2599	6				strain/isolate=ST131 Aspartate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=aspS PE=3 SV=1	Escherichia coli
UPI00050507E5	UPI00050507E5		C		marginally distinguished	  1.000	  0.000	42069		155									P21889	2599	6				strain/isolate=DH5 status=active	Escherichia coli
A0A0H2YX37	A0A0H2YX37		C		marginally distinguished	  1.000	  0.000	15606		98									P22106	2601	6				strain/isolate=APEC UPTR A0A0H2YX37_ECOK1 asparagine synthase (glutamine-hydrolyzing) OS=Escherichia coli O1:K1 / APEC OX=405955 GN=asnB PE=3 SV=1	Escherichia coli
B7UKU6	B7UKU6	asnB	C		marginally distinguished	  1.000	  0.000	14763		97									P22106	2601	6				strain/isolate=E2348-69 UPTR B7UKU6_ECO27 asparagine synthase (glutamine-hydrolyzing) OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=asnB PE=3 SV=1	Escherichia coli
D6I6Q0	D6I6Q0	ECDG_00506	C		marginally distinguished	  1.000	  0.000	14705		88									P22106	2601	6				strain/isolate=B185 UPTR D6I6Q0_ECOLX Asparagine synthase OS=Escherichia coli B185 OX=550676 GN=ECDG_00506 PE=3 SV=1	Escherichia coli
UPI000191E88B	UPI000191E88B		C		marginally distinguished	  1.000	  0.000	15357		97									P22106	2601	6				strain/isolate=NC101 status=active	Escherichia coli
ECFI4_00603	ECFI4_00603			94.95													identical	B7UKU6	P22106	2601	6				strain/isolate=ST73 Asparagine synthase B OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_09900 PE=4 SV=1	Escherichia coli
UPI0001608926	UPI0001608926			94.95													identical	B7UKU6	P22106	2601	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UID1	B7UID1	mraZ	C		marginally distinguished	  0.999	  0.000	802		9									P22186	2602	3				strain/isolate=E2348-69 UPSP MRAZ_ECO27 Transcriptional regulator MraZ OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=mraZ PE=3 SV=1	Escherichia coli
A0A140NFN5	A0A140NFN5		C		marginally distinguished	  1.000	  0.000	8937		69									P22188	2603	10				"strain/isolate=BL21 UPTR A0A140NFN5_ECOBD UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=murE PE=3 SV=1"	Escherichia coli
ECFI4_00084	ECFI4_00084		C		marginally distinguished	  1.000	  0.000	8090		65									P22188	2603	10				"strain/isolate=ST73 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli(strain K12) OX=83333 GN=murE PE=3 SV=1"	Escherichia coli
ECFI10_00089	ECFI10_00089			93.94													identical	A0A140NFN5	P22188	2603	10				"strain/isolate=ST93 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Escherichia coli(strain K12) OX=83333 GN=murE PE=3 SV=1"	Escherichia coli
UPI00000DE703	UPI00000DE703			93.94													identical	ECFI4_00084	P22188	2603	10				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140NCM6	A0A140NCM6		C		marginally distinguished	  1.000	  0.000	6095		37									P22255	2604	4				"strain/isolate=BL21 UPTR A0A140NCM6_ECOBD 3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cysQ PE=3 SV=1"	Escherichia coli
ECFI19_04192	ECFI19_04192		C		marginally distinguished	  1.000	  0.000	5881		37									P22255	2604	4				"strain/isolate=ST1421 3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) OX=83333 GN=cysQ PE=3 SV=1"	Escherichia coli
ECFI10_04191	ECFI10_04191			96.34													identical	A0A140NCM6	P22255	2604	4				"strain/isolate=ST93 3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) OX=83333 GN=cysQ PE=3 SV=1"	Escherichia coli
